NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1411,1149,Residential," 170 EAST 77 STREET, 10D                   ",10075,1,0,1,0,1357,1942,2,Residential,0,2009-12-30,13,CONDOS ,30,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1411,1149,Residential," 170 EAST 77 STREET, 10D                   ",10075,1,0,1,0,1357,1942,2,Residential,1624983,2009-04-09,13,CONDOS ,9,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1411,1156,Residential," 170 EAST 77 STREET, PHF                   ",10075,1,0,1,0,1113,1942,2,Residential,1150000,2009-03-31,13,CONDOS ,31,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1110,Residential," 188 EAST 78 STREET, 4D                    ",10075,1,0,1,0,2011,2007,2,Residential,2350000,2009-12-02,13,CONDOS ,2,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1119,Residential," 188 EAST 78 STREET, 6E                    ",10075,1,0,1,0,1782,2007,2,Residential,1900000,2009-12-08,13,CONDOS ,8,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1174,Residential," 188 EAST 78 STREET, PH B                  ",10075,1,0,1,0,2601,2007,2,Residential,0,2009-06-16,13,CONDOS ,16,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1322,Residential," 177 EAST 77 STREET, 4E                    ",10075,1,0,1,0,1492,2007,2,Residential,1760000,2009-02-06,13,CONDOS ,6,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1335,Residential," 177 EAST 77 STREET, 7D                    ",10075,1,0,1,0,1038,2007,2,Residential,780000,2009-07-20,13,CONDOS ,20,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1412,1352,Residential," 177 EAST 77 STREET, 11B                   ",10075,1,0,1,0,1351,2007,2,Residential,1600000,2009-09-16,13,CONDOS ,16,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1413,1011,Residential," 124 EAST 79 STREET, 4C                    ",10075,1,0,1,0,718,1985,2,Residential,785000,2009-10-02,13,CONDOS ,2,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1413,1016,Residential," 124 EAST 79 STREET, 5D                    ",10075,1,0,1,0,534,1985,2,Residential,480000,2009-10-27,13,CONDOS ,27,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1413,1021,Residential," 124 EAST 79 STREET, 6A                    ",10075,1,0,1,0,728,1985,2,Residential,0,2009-01-28,13,CONDOS ,28,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1413,1043,Residential," 124 EAST 79 STREET, 11C                   ",10075,1,0,1,0,670,1985,2,Residential,0,2009-01-30,13,CONDOS ,30,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1042,Residential," 224 EAST 60 STREET, 4L                    ",10022,1,0,1,13496,673,1965,2,Residential,675000,2009-12-08,13,CONDOS ,8,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1066,Residential," 224 EAST 60 STREET, 6L                    ",10022,1,0,1,13496,673,1965,2,Residential,0,2009-04-01,13,CONDOS ,1,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1066,Residential," 224 EAST 60 STREET, 6L                    ",10022,1,0,1,13496,673,1965,2,Residential,0,2009-04-01,13,CONDOS ,1,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1087,Residential," 220 EAST 60 STREET, 8H                    ",10022,1,0,1,13496,614,1965,2,Residential,0,2009-11-18,13,CONDOS ,18,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1218,Residential," 205 EAST 59 STREET, 12A                   ",10022,1,0,1,0,1090,2003,2,Residential,1390000,2009-03-12,13,CONDOS ,12,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1237,Residential," 205 EAST 59 STREET, 18B                   ",10022,1,0,1,0,1071,2003,2,Residential,1790000,2009-04-15,13,CONDOS ,15,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1238,Residential," 205 EAST 59 STREET, 18C                   ",10022,1,0,1,0,1285,2003,2,Residential,1725500,2009-12-18,13,CONDOS ,18,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1414,1267,Residential," 205 EAST 59 STREET, SU4                   ",10022,1,0,1,0,49,2007,2,Residential,24500,2009-12-18,13,CONDOS ,18,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1004,Residential," 200 EAST 61 STREET, 4G                    ",10065,1,0,1,0,650,1986,2,Residential,723800,2009-05-01,13,CONDOS ,1,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1016,Residential," 200 EAST 61 STREET, 6F                    ",10065,1,0,1,0,668,1986,2,Residential,640000,2009-11-09,13,CONDOS ,9,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1024,Residential," 200 EAST 61 STREET, 8A                    ",10065,1,0,1,0,836,1986,2,Residential,0,2009-04-21,13,CONDOS ,21,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1048,Residential," 200 EAST 61 STREET, 12A                   ",10065,1,0,1,0,836,1986,2,Residential,895000,2009-10-13,13,CONDOS ,13,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1055,Residential," 200 EAST 61 STREET, 14B                   ",10065,1,0,1,0,796,1986,2,Residential,0,2009-12-15,13,CONDOS ,15,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1091,Residential," 200 EAST 61 STREET, 19F                   ",10065,1,0,1,0,668,1986,2,Residential,0,2009-08-04,13,CONDOS ,4,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1115,Residential," 200 EAST 61 STREET, 23D                   ",10065,1,0,1,0,802,1986,2,Residential,995000,2009-11-19,13,CONDOS ,19,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1125,Residential," 200 EAST 61 STREET, 25A                   ",10065,1,0,1,0,836,1986,2,Residential,1025000,2009-05-19,13,CONDOS ,19,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1136,Residential," 200 EAST 61 STREET, 26F                   ",10065,1,0,1,0,668,1986,2,Residential,0,2009-08-04,13,CONDOS ,4,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1144,Residential," 200 EAST 61 STREET, 28A                   ",10065,1,0,1,0,836,1986,2,Residential,930600,2009-10-20,13,CONDOS ,20,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1164,Residential," 200 EAST 61 STREET, 31A                   ",10065,1,0,1,0,844,1986,2,Residential,999000,2009-07-14,13,CONDOS ,14,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1177,Residential," 200 EAST 61 STREET, 33A                   ",10065,1,0,1,0,844,1986,2,Residential,1050000,2009-12-16,13,CONDOS ,16,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1181,Residential," 200 EAST 61 STREET, 33E                   ",10065,1,0,1,0,835,1986,2,Residential,1200000,2009-10-21,13,CONDOS ,21,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1203,Residential," 200 EAST 61 STREET, 37A                   ",10065,1,0,1,0,844,1986,2,Residential,2650000,2009-12-10,13,CONDOS ,10,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1203,Residential," 200 EAST 61 STREET, 37A                   ",10065,1,0,1,0,844,1986,2,Residential,0,2009-01-27,13,CONDOS ,27,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1204,Residential," 200 EAST 61 STREET, 37B                   ",10065,1,0,1,0,796,1986,2,Residential,0,2009-12-10,13,CONDOS ,10,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1204,Residential," 200 EAST 61 STREET, 37B                   ",10065,1,0,1,0,796,1986,2,Residential,0,2009-01-27,13,CONDOS ,27,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1205,Residential," 200 EAST 61 STREET, 37C                   ",10065,1,0,1,0,578,1986,2,Residential,0,2009-01-27,13,CONDOS ,27,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1415,1231,Residential," 200 EAST 61 STREET, PH2                   ",10065,1,0,1,0,1499,1986,2,Residential,3750000,2009-03-31,13,CONDOS ,31,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1011,Residential," 250 EAST 65 STREET, 5A                    ",10065,1,0,1,0,1368,1963,2,Residential,1201535,2009-08-12,13,CONDOS ,12,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1015,Residential," 250 EAST 65 STREET, 5E                    ",10065,1,0,1,0,1650,1963,2,Residential,360207,2009-05-04,13,CONDOS ,4,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1024,Residential," 250 EAST 65 STREET, 6F                    ",10065,1,0,1,0,1330,1963,2,Residential,0,2009-05-05,13,CONDOS ,5,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1045,Residential," 250 EAST 65 STREET, 9C                    ",10065,1,0,1,0,1432,1963,2,Residential,992793,2009-10-22,13,CONDOS ,22,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1053,Residential," 250 EAST 65 STREET, 10C                   ",10065,1,0,1,0,1432,1963,2,Residential,997885,2009-12-01,13,CONDOS ,1,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1055,Residential," 250 EAST 65 STREET, 10E                   ",10065,1,0,1,0,1650,1963,2,Residential,1500000,2009-07-31,13,CONDOS ,31,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1064,Residential," 250 EAST 65 STREET, 11F                   ",10065,1,0,1,0,1330,1963,2,Residential,1257538,2009-07-08,13,CONDOS ,8,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1068,Residential," 250 EAST 65 STREET, 12B                   ",10065,1,0,1,0,1337,1963,2,Residential,1272812,2009-06-25,13,CONDOS ,25,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1082,Residential," 250 EAST 65 STREET, 13H                   ",10065,1,0,1,0,961,1963,2,Residential,800000,2009-03-27,13,CONDOS ,27,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1113,Residential," 200 EAST 65 STREET, 16A                   ",10065,1,0,1,0,855,1987,2,Residential,999000,2009-07-07,13,CONDOS ,7,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1293,Residential," 200 EAST 65 STREET, 18K                   ",10065,1,0,1,0,934,1987,2,Residential,0,2009-02-10,13,CONDOS ,10,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1294,Residential," 200 EAST 65 STREET, 19K                   ",10065,1,0,1,0,934,1987,2,Residential,999000,2009-06-30,13,CONDOS ,30,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1360,Residential," 200 EAST 65 STREET, 35W                   ",10065,1,0,1,0,1645,1987,2,Residential,2750000,2009-04-02,13,CONDOS ,2,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1401,Residential," 200 EAST 65 STREET, 43S                   ",10065,1,0,1,0,3029,1987,2,Residential,0,2009-06-16,13,CONDOS ,16,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1507,Residential," 220 EAST 65 STREET, 4A                    ",10065,1,0,1,43683,590,2007,2,Residential,0,2009-12-16,13,CONDOS ,16,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1519,Residential," 220 EAST 65 STREET, 17A                   ",10065,1,0,1,43683,590,2007,2,Residential,625000,2009-07-10,13,CONDOS ,10,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1536,Residential," 220 EAST 65 STREET, 9B                    ",10065,1,0,1,0,1031,2007,2,Residential,1225000,2009-02-24,13,CONDOS ,24,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1538,Residential," 220 EAST 65 STREET, 11B                   ",10065,1,0,1,0,1031,2007,2,Residential,1330000,2009-12-03,13,CONDOS ,3,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1563,Residential," 220 EAST 65 STREET, 14C                   ",10065,1,0,1,0,1323,2007,2,Residential,762500,2009-01-13,13,CONDOS ,13,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1579,Residential," 220 EAST 65 STREET, 6D                    ",10065,1,0,1,0,710,2007,2,Residential,710000,2009-03-18,13,CONDOS ,18,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1608,Residential," 220 EAST 65 STREET, 14E                   ",10065,1,0,1,0,406,2007,2,Residential,475000,2009-11-30,13,CONDOS ,30,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1628,Residential," 220 EAST 65 STREET, 11F                   ",10065,1,0,1,0,710,2007,2,Residential,0,2009-04-14,13,CONDOS ,14,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1644,Residential," 220 EAST 65 STREET, 6G                    ",10065,1,0,1,0,1326,2007,2,Residential,1500000,2009-07-30,13,CONDOS ,30,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1672,Residential," 220 EAST 65 STREET, 15H                   ",10065,1,0,1,0,1030,2007,2,Residential,1325000,2009-07-30,13,CONDOS ,30,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1677,Residential," 220 EAST 65 STREET, 20H                   ",10065,1,0,1,0,1030,2007,2,Residential,0,2009-10-05,13,CONDOS ,5,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1689,Residential," 220 EAST 65 STREET, 10J                   ",10065,1,0,1,0,675,2007,2,Residential,638000,2009-09-29,13,CONDOS ,29,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1698,Residential," 220 EAST 65 STREET, 20J                   ",10065,1,0,1,0,690,2007,2,Residential,225000,2009-04-03,13,CONDOS ,3,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1700,Residential," 220 EAST 65 STREET, 22J                   ",10065,1,0,1,0,690,2007,2,Residential,760000,2009-11-11,13,CONDOS ,11,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1709,Residential," 220 EAST 65 STREET, 8K                    ",10065,1,0,1,0,843,2007,2,Residential,900000,2009-04-08,13,CONDOS ,8,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1724,Residential," 220 EAST 65 STREET, 24K                   ",10065,1,0,1,0,843,2007,2,Residential,1090000,2009-10-07,13,CONDOS ,7,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1742,Residential," 220 EAST 65 STREET, 20L                   ",10065,1,0,1,0,1327,2007,2,Residential,0,2009-11-11,13,CONDOS ,11,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1772,Residential," 220 EAST 65 STREET, 4N                    ",10065,1,0,1,0,830,2007,2,Residential,882000,2009-11-12,13,CONDOS ,12,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1419,1787,Residential," 220 EAST 65 STREET, 20N                   ",10065,1,0,1,0,845,2007,2,Residential,1050000,2009-05-05,13,CONDOS ,5,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1022,Residential," 200 EAST 66 STREET, A1401                 ",10065,1,0,1,0,1677,1951,2,Residential,2036500,2009-01-14,13,CONDOS ,14,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1026,Residential," 200 EAST 66 STREET, A1801                 ",10065,1,0,1,0,1677,1951,2,Residential,2749275,2009-07-22,13,CONDOS ,22,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1028,Residential," 200 EAST 66 STREET, A2001                 ",10065,1,0,1,0,1710,1951,2,Residential,2902012,2009-07-29,13,CONDOS ,29,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1034,Residential," 200 EAST 66 STREET, A0702                 ",10065,1,0,1,0,948,1951,2,Residential,916425,2009-06-24,13,CONDOS ,24,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1040,Residential," 200 EAST 66 STREET, A1402                 ",10065,1,0,1,0,2588,1951,2,Residential,3462050,2009-07-10,13,CONDOS ,10,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1046,Residential," 200 EAST 66 STREET, A2002                 ",10065,1,0,1,0,2588,1951,2,Residential,4900000,2009-05-18,13,CONDOS ,18,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1053,Residential," 200 EAST 66 STREET, A0903                 ",10065,1,0,1,0,966,1951,2,Residential,1313542,2009-02-27,13,CONDOS ,27,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1055,Residential," 200 EAST 66 STREET, A1103                 ",10065,1,0,1,0,966,1951,2,Residential,1080478,2009-01-09,13,CONDOS ,9,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1075,Residential," 200 EAST 66 STREET, A1504                 ",10065,1,0,1,0,556,1951,2,Residential,680000,2009-06-30,13,CONDOS ,30,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1076,Residential," 200 EAST 66 STREET, A1604                 ",10065,1,0,1,0,556,1951,2,Residential,600000,2009-09-04,13,CONDOS ,4,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1089,Residential," 200 EAST 66 STREET, A1105                 ",10065,1,0,1,0,919,1951,2,Residential,982000,2009-07-08,13,CONDOS ,8,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1094,Residential," 200 EAST 66 STREET, A1705                 ",10065,1,0,1,0,919,1951,2,Residential,1196443,2009-02-06,13,CONDOS ,6,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1118,Residential," 200 EAST 66 STREET, A0807                 ",10065,1,0,1,0,1113,1951,2,Residential,1245000,2009-11-30,13,CONDOS ,30,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1133,Residential," 200 EAST 66 STREET, B0401                 ",10065,1,0,1,0,1134,1951,2,Residential,1351726,2009-01-28,13,CONDOS ,28,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1135,Residential," 200 EAST 66 STREET, B0601                 ",10065,1,0,1,0,1134,1951,2,Residential,1344704,2009-09-25,13,CONDOS ,25,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1142,Residential," 200 EAST 66 STREET, B1401                 ",10065,1,0,1,0,2285,1951,2,Residential,4073000,2009-12-08,13,CONDOS ,8,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1160,Residential," 200 EAST 66 STREET, B1702                 ",10065,1,0,1,0,1110,1951,2,Residential,0,2009-09-23,13,CONDOS ,23,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1166,Residential," 200 EAST 66 STREET, B0303                 ",10065,1,0,1,0,1459,1951,2,Residential,2067190,2009-04-07,13,CONDOS ,7,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1173,Residential," 200 EAST 66 STREET, B1003                 ",10065,1,0,1,0,1459,1951,2,Residential,2147500,2009-11-23,13,CONDOS ,23,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1184,Residential," 200 EAST 66 STREET, B0204                 ",10065,1,0,1,0,1460,1951,2,Residential,1934675,2009-04-06,13,CONDOS ,6,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1189,Residential," 200 EAST 66 STREET, B0704                 ",10065,1,0,1,0,1442,1951,2,Residential,2036500,2009-03-02,13,CONDOS ,2,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1191,Residential," 200 EAST 66 STREET, B0904                 ",10065,1,0,1,0,1442,1951,2,Residential,1850000,2009-06-22,13,CONDOS ,22,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1195,Residential," 200 EAST 66 STREET, B1404                 ",10065,1,0,1,0,1442,1951,2,Residential,2235478,2009-01-22,13,CONDOS ,22,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1196,Residential," 200 EAST 66 STREET, B1504                 ",10065,1,0,1,0,1442,1951,2,Residential,1817447,2009-09-04,13,CONDOS ,4,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1215,Residential," 200 EAST 66 STREET, B1505                 ",10065,1,0,1,0,1449,1951,2,Residential,1658479,2009-01-09,13,CONDOS ,9,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1217,Residential," 200 EAST 66 STREET, B1705                 ",10065,1,0,1,0,1449,1951,2,Residential,1330850,2009-04-07,13,CONDOS ,7,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1230,Residential," 200 EAST 66 STREET, B1106                 ",10065,1,0,1,0,1463,1951,2,Residential,2100000,2009-12-10,13,CONDOS ,10,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1234,Residential," 200 EAST 66 STREET, B1606                 ",10065,1,0,1,0,1463,1951,2,Residential,2378759,2009-01-23,13,CONDOS ,23,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1240,Residential," 200 EAST 66 STREET, C0301                 ",10065,1,0,1,0,1347,1951,2,Residential,0,2009-03-28,13,CONDOS ,28,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1242,Residential," 200 EAST 66 STREET, C0501                 ",10065,1,0,1,0,1347,1951,2,Residential,1680112,2009-09-30,13,CONDOS ,30,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1246,Residential," 200 EAST 66 STREET, C0901                 ",10065,1,0,1,0,1347,1951,2,Residential,1603743,2009-07-20,13,CONDOS ,20,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1252,Residential," 200 EAST 66 STREET, C1601                 ",10065,1,0,1,0,1347,1951,2,Residential,1996816,2009-01-21,13,CONDOS ,21,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1259,Residential," 200 EAST 66 STREET, C0302                 ",10065,1,0,1,0,1349,1951,2,Residential,1705568,2009-09-15,13,CONDOS ,15,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1310,Residential," 200 EAST 66 STREET, C1604                 ",10065,1,0,1,0,2367,1951,2,Residential,3473148,2009-04-30,13,CONDOS ,30,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1311,Residential," 200 EAST 66 STREET, C1704                 ",10065,1,0,1,0,2367,1951,2,Residential,3976826,2009-10-27,13,CONDOS ,27,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1328,Residential," 200 EAST 66 STREET, C1405                 ",10065,1,0,1,0,3327,1951,2,Residential,5081576,2009-10-02,13,CONDOS ,2,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1333,Residential," 200 EAST 66 STREET, C1905                 ",10065,1,0,1,0,1843,1951,2,Residential,3143491,2009-12-08,13,CONDOS ,8,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1358,Residential," 200 EAST 66 STREET, D1701                 ",10065,1,0,1,0,1463,1951,2,Residential,2291062,2009-03-31,13,CONDOS ,31,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1366,Residential," 200 EAST 66 STREET, D0402                 ",10065,1,0,1,0,1466,1951,2,Residential,1985588,2009-12-18,13,CONDOS ,18,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1388,Residential," 200 EAST 66 STREET, D0703                 ",10065,1,0,1,0,1442,1951,2,Residential,1874600,2009-09-29,13,CONDOS ,29,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1393,Residential," 200 EAST 66 STREET, D1203                 ",10065,1,0,1,0,1442,1951,2,Residential,2087412,2009-10-29,13,CONDOS ,29,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1403,Residential," 200 EAST 66 STREET, D0304                 ",10065,1,0,1,0,1496,1951,2,Residential,2217748,2009-11-03,13,CONDOS ,3,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1404,Residential," 200 EAST 66 STREET, D0404                 ",10065,1,0,1,0,1459,1951,2,Residential,2150385,2009-02-12,13,CONDOS ,12,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1408,Residential," 200 EAST 66 STREET, D0804                 ",10065,1,0,1,0,1459,1951,2,Residential,1409874,2009-09-04,13,CONDOS ,4,9,2009
